s.index,Longitude,Latitude,utmx,utmy,Year,Month,Day,xmaxtemp,xwdsp,xrh
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,16,26.7565611993657,3.58154388426914,3.17392854086707
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,17,27.6095833049351,2.50655617162995,3.00061396175717
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,18,28.5251050978253,3.43662745477756,3.06629584886498
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,19,26.6024009801592,3.89765798814502,3.98133454949157
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,20,27.445839318915,6.35888047426046,4.33991487736909
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,21,26.8380553882434,6.90112106237497,3.21291626536781
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,22,27.2404925476006,4.11146562685034,2.95569803808526
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,23,25.8927954030648,3.73264864107381,3.33150094381245
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,24,24.3161636447018,2.55642972026597,3.56591222110195
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,25,22.030649867771,3.13805284764114,4.79313609610748
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,26,20.2887653221356,4.53208745104221,5.72232828022038
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,27,18.4495595631037,5.96237726083406,6.3502233511626
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,28,25.9577323246173,3.25246348295147,4.22114323876773
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,29,23.551591954889,3.54827915580302,5.17357735346957
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,30,23.061607228443,3.9019198762303,4.67817975860315
36,-74.5666666666667,42.5333333333333,535586.436,4709085.35,2006,8,31,22.2862963956405,4.10175652691552,3.44369574385368
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,1,27.8717914177505,5.57360620613459,2.9710868856676
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,2,29.9798797416973,8.35180191940089,3.33221332080168
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,3,29.9842570771998,4.79253069334815,3.53066586803484
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,4,28.1398943165375,4.05781034897502,4.31058938700262
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,5,25.7339754929264,4.14115376879742,4.36367464273112
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,6,24.4748705448478,4.15921092849031,3.74833034816892
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,7,26.513326463995,3.55214716903311,3.10869275956397
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,8,27.2328682338875,2.07181908036383,3.34014659909895
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,9,28.0767932265594,3.91853686946824,3.45709755733351
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,10,28.180050138118,5.10734996313562,3.31024450302358
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,11,29.298967279907,5.08156195495838,3.74407221659132
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,12,26.5597463634129,3.2079755767157,5.0522070483775
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,13,27.5974548048782,6.57305814249621,4.53044545760736
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,14,30.96939037719,2.64729266490558,3.19511883216505
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,15,29.0819240712115,3.41529978262026,3.98970188236228
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,16,32.280183579918,3.68039430925564,3.07025802365932
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,17,33.9833061293008,3.93411073191139,2.90135731993953
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,18,32.9676732973299,4.66588700099463,3.21111009494619
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,19,29.8748824826765,4.18913364611655,3.44258687372529
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,20,27.7643589397566,4.48169579041649,3.832145468784
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,21,29.7156785438039,3.57331116134493,3.98671818097306
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,22,26.73816344915,4.32276693264989,4.92360140285254
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,23,24.6006374783403,4.7621748473483,4.44376387875481
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,24,27.6627114736809,3.23214207834782,3.20932267432696
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,25,29.3659905701455,5.67601808337439,3.45438999249233
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,26,30.3706023638296,4.17217607715477,3.53826974152099
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,27,29.8226587325432,5.38854637172646,4.02715152273035
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,28,27.1152536175476,5.39732549858797,4.96934997069529
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,29,30.7829838891755,5.21097643137305,3.51418917101539
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,30,29.9068397270232,4.93828246896755,3.55560769473779
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,31,27.9189235717851,3.34401781155671,3.96395979177638
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,1,32.6978717493691,4.79740257256841,3.53193828387814
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,2,33.0453569768791,5.62214493843882,3.63443618054185
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,3,33.9666762291011,6.18102271001112,3.34329074176264
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,4,28.6484968715968,4.68503936108976,4.09534366543868
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,5,26.8214790913799,4.19316093550648,3.43419069929127
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,6,27.8586957004873,4.52098432735216,3.1611352322986
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,7,29.9201891475471,6.45626469366002,3.73055782795865
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,8,27.2009718313536,6.20847398710569,3.69223890351693
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,9,26.6512876254429,3.19702432843202,2.89488834257806
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,10,27.7756482027206,4.35186954856664,3.2326654678182
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,11,25.3690449216346,6.02010565241816,2.9410401809496
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,12,24.2475746569422,4.51787077169717,2.55245084810606
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,13,25.8046992511783,3.90872214608657,2.42432971214404
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,14,28.9561693885061,4.59785824742265,2.43872263650199
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,15,27.9015010853406,6.13201971848497,3.50958856089053
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,16,27.4687378159401,3.50024292614196,3.03885645579289
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,17,28.0332006818015,2.71531097504828,2.97786302134184
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,18,28.3987775660068,3.22311311299127,3.09764014601619
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,19,27.1920660413165,3.85090534905261,3.79325316530122
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,20,28.6781661069032,6.94073535453922,4.02054388064932
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,21,27.7954540021262,7.23067572359011,2.98284470820563
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,22,27.8467662882719,3.88270805286815,2.7895137247886
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,23,27.2606822017166,3.82193571416892,2.96498735125703
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,24,25.4916223750715,2.56358291758347,3.33957551219003
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,25,22.4256542596994,2.85666623392423,4.95818443723353
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,26,19.9958685711107,4.46434492168118,6.12876939808576
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,27,18.5022393442096,5.44156343306829,6.47825010365812
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,28,26.6089833478953,3.24160729962309,4.19616934216489
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,29,23.4882907498012,3.74170195150586,5.37254577289719
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,30,23.7563741527097,3.9165659698055,4.66542651545425
37,-74.5666666666667,42,535887.672,4649867.034,2006,7,31,22.4471250993765,4.53126417695267,3.5514221834763
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,1,28.2554864131678,5.71908181542177,3.0189006167912
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,2,30.3702951039786,8.56226053033503,3.31560243915467
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,3,30.5198926228109,5.15333753242456,3.53784538151482
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,4,28.9075621935615,4.32440344529503,4.17556469279973
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,5,26.2168907351596,4.08770631909254,4.58437668043455
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,6,24.7470134607618,4.10853350722561,4.02479552057904
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,7,26.6869295099214,3.76284368572441,3.10230296729502
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,8,27.4051785691997,2.3685810210233,3.43477185375568
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,9,28.373078073075,4.52694602244088,3.43292826140009
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,10,28.3327821079016,5.62800784854676,3.41393182529202
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,11,30.0757515812645,5.48554434392263,3.69447471803447
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,12,27.5862053909668,3.65508238530371,4.97452535584772
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,13,28.0825019225126,7.04224398078712,4.46561869842964
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,14,31.0481409085042,2.85659122705346,3.23806312812844
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,15,28.9581427123658,3.56477174214695,4.02691991276332
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,16,32.8046404039387,3.97891224700354,2.94554718620354
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,17,34.6497358773966,3.83529394402729,2.76195281390705
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,18,34.1018923983224,4.76618563417431,3.05941538300322
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,19,30.623467599201,4.85162162659022,3.4599523692507
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,20,28.2125299448232,5.27366258496608,3.9024304524166
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,21,29.9827965584908,3.97491722946121,4.03242593152062
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,22,27.6143694268645,4.57354696066872,4.83640945054462
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,23,25.2770466985981,4.91789302880827,4.50388915730241
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,24,28.2619204087747,3.43981350326246,3.18675860420422
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,25,29.3268019185869,5.82559468881794,3.52897070995897
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,26,30.4541127256952,4.5426016279014,3.55883994794838
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,27,30.3427209263764,5.80854815937626,3.96958414273104
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,28,29.174026308705,6.23085351476724,4.39645922661533
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,29,31.4871567794947,5.49475279423821,3.33559026756881
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,30,31.0041791127074,5.15974408340528,3.43428169279689
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,31,30.4114700457523,3.53483556932478,3.47827477599904
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,1,34.0914189306554,5.07760612904118,3.39939784148831
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,2,34.5910344249847,5.93261297345842,3.38771899132124
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,3,35.1377120719894,6.60682171618273,3.15286974362381
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,4,30.0140295750436,5.11539286546104,3.90126340329253
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,5,28.6396880768761,4.30260518662421,3.11255510233533
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,6,28.6739742355843,5.27841571598527,3.15885891392404
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,7,30.2670973061407,6.49536727812021,3.74470627561779
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,8,28.3730530540259,6.49449360191597,3.49341664206213
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,9,27.4711947667993,3.65779176468247,2.77102144866139
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,10,28.4713776056068,4.86641865733466,3.25296682659602
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,11,25.9930392807659,6.52826483650481,2.97792373651145
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,12,25.0391610933395,4.66893236916485,2.46300860625635
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,13,26.6989706206322,4.01583028862231,2.30816659236397
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,14,29.5287415484734,4.97698840554701,2.48155313372296
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,15,28.2122787388787,6.29820936393243,3.6371748394961
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,16,28.2265942166118,3.50846638175761,2.97227901778498
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,17,28.4900811411329,3.2060370878399,3.00639672500792
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,18,28.1772630261042,3.18018186306691,3.25871156542642
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,19,27.6095351599168,4.01103687219247,3.79351100273982
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,20,29.6704562873098,7.58999244493007,3.82942529258322
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,21,28.7237422096821,7.38058210164345,2.83426048033478
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,22,28.5205832686589,3.80623924634555,2.69823557779596
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,23,28.5397521937926,3.91372760392682,2.76800595111739
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,24,26.6398125752076,2.87373580314976,3.2201676474008
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,25,23.3700667217469,3.10073912832996,5.04383773022165
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,26,20.4307202845277,5.00802159711015,6.23653506688883
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,27,19.4765551635072,5.47684177168155,6.23697053280536
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,28,26.6003640041848,3.63760796184664,4.5244914337511
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,29,23.2205744456826,4.26341245612353,5.62918026842219
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,30,23.8879218544144,4.51555580512143,4.79238221605531
38,-74.5666666666667,41.4666666666667,536185.783,4590654.207,2006,8,31,22.5182634135179,5.33280015720684,3.69406460262644
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,1,28.6106871182962,5.92283418027473,2.9404424784597
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,2,30.6754152582069,8.93345373995516,3.21195823151411
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,3,30.9366070274225,5.58999668079311,3.48646076469026
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,4,29.7463026226219,4.86770145932588,3.92467446951996
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,5,26.856336003625,4.27973181996479,4.54019043407369
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,6,24.9581523948132,4.3818512789076,4.11921580626666
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,7,26.7353825338852,4.15159436058225,3.06864108175758
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,8,27.4046430033007,2.88988361289369,3.44927659900626
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,9,28.4821637269182,5.25681482166542,3.39405925239808
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,10,28.4337933878303,6.50542752621646,3.50514740177241
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,11,30.6977795868907,6.32676862019348,3.56535862907499
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,12,28.7594742118827,4.63620008058798,4.70559460904626
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,13,28.5574336114469,7.57555998427863,4.40839561531922
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,14,30.7842234261312,3.23565326056255,3.35415586597316
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,15,28.954788933748,4.00913449194774,3.99816424774588
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,16,33.1449213159878,4.45827634198397,2.84681435727576
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,17,34.9506471757818,3.84748893679357,2.66276062337833
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,18,34.9383548974188,4.95888140348683,2.93488867900077
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,19,31.6990510112839,5.6144769228415,3.3544484207009
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,20,28.2814495181502,6.56885693086512,4.05716920456253
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,21,30.1012261027529,4.67067848785943,4.11245943423483
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,22,28.3257446130543,5.202736993479,4.75674587651663
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,23,25.7103018312977,5.44213675396935,4.61300067931539
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,24,28.7175495374504,3.76493581326507,3.17991808975324
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,25,29.1791539823069,6.2249831496679,3.61870705115179
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,26,30.1768969133903,5.10344490348454,3.67239427402259
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,27,30.5277889399285,6.4806017630155,3.99626644553377
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,28,30.5976516964798,7.22743878450387,4.04413648551505
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,29,32.0149081318144,5.92325974160693,3.20669792270965
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,30,32.0297270062403,5.59807385054509,3.33866963863407
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,31,32.0081269367286,3.85099574462131,3.2196562954788
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,1,34.9943636888028,5.4640661736567,3.22145608096054
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,2,35.8023089737693,6.37213617803901,3.12897962274729
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,3,36.1621980374412,7.12926328014162,2.96141174833533
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,4,31.4259348468568,5.77007786819382,3.59370937457081
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,5,30.298510813801,4.4955952986003,2.80009914005374
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,6,29.6416052148515,6.20869439039306,3.08152162914707
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,7,30.4970208643011,6.62346805832491,3.77351894911192
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,8,29.6148556344439,6.89192214822379,3.29643845980029
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,9,28.2218773918104,4.27258276316641,2.63445846678221
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,10,29.071071446337,5.47837559656418,3.2440557100077
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,11,26.7454766211795,7.15788859357771,2.96210122601845
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,12,25.6489190886269,4.9754884150267,2.40098431166087
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,13,27.2029249915313,4.18050942938472,2.2462163663462
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,14,29.9001162915462,5.51733556155314,2.54959531976641
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,15,28.5597934358746,6.65632810159133,3.73671270863279
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,16,28.7738102534491,3.68015331895156,2.94028527788536
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,17,28.9738504813385,4.02849057709227,3.01288437123422
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,18,27.9822723058153,3.36299517251825,3.44084891713142
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,19,27.8402427148603,4.32031905638079,3.84520341417285
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,20,30.573476902075,8.49349048371691,3.63531822255323
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,21,29.7735145933391,7.83272964490532,2.6756759764166
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,22,29.0516391711183,3.87384463103577,2.62376507276248
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,23,29.7543846903832,4.04473160397095,2.6541557578093
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,24,27.9159247610532,3.51055847083294,3.06358854836908
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,25,24.7739913674699,3.66844737525724,4.92631391439183
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,26,21.3822874181542,6.28884914296798,6.02870698251301
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,27,20.8210632591318,6.35150454994802,5.82099905384183
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,28,26.31631281559,4.43071542203774,4.96957549929392
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,29,23.2995102927049,5.12542637716021,5.7048500857599
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,30,23.8347144947954,5.31689051705562,4.96767400493045
39,-74.5666666666667,40.9333333333333,536480.743,4531446.858,2006,7,31,22.732271885417,6.16949522469684,3.78759254619571
4,-72,43.6,742137.944,4831820.948,2006,8,1,26.7810929611167,5.60013854080473,3.16537930850709
4,-72,43.6,742137.944,4831820.948,2006,8,2,29.8030797822269,8.05118292749001,3.2380348633548
4,-72,43.6,742137.944,4831820.948,2006,8,3,29.1025893087761,4.36794703610252,2.99059253802844
4,-72,43.6,742137.944,4831820.948,2006,8,4,28.0881522622797,3.4590349598263,4.18137691591257
4,-72,43.6,742137.944,4831820.948,2006,8,5,25.8145423038197,4.69592771282569,4.31029200007818
4,-72,43.6,742137.944,4831820.948,2006,8,6,24.3671833265732,3.44336371880276,3.88329946339925
4,-72,43.6,742137.944,4831820.948,2006,8,7,26.8930056551715,3.79047757729063,3.20773492871092
4,-72,43.6,742137.944,4831820.948,2006,8,8,27.9231377714825,2.43682238044044,3.2721565900489
4,-72,43.6,742137.944,4831820.948,2006,8,9,28.5851047507852,3.58624887954874,3.35507411491019
4,-72,43.6,742137.944,4831820.948,2006,8,10,29.2453266137403,4.14933135138343,3.15056192535558
4,-72,43.6,742137.944,4831820.948,2006,8,11,26.4952201995234,5.18620440206552,4.46272496760121
4,-72,43.6,742137.944,4831820.948,2006,8,12,24.1587526786514,1.33437202811929,5.22219378871591
4,-72,43.6,742137.944,4831820.948,2006,8,13,28.096694581835,6.26576250729081,4.26501062791145
4,-72,43.6,742137.944,4831820.948,2006,8,14,30.7904137689781,3.25724318328624,3.20775454175248
4,-72,43.6,742137.944,4831820.948,2006,8,15,28.2660750139185,2.26364373951898,4.09970503098085
4,-72,43.6,742137.944,4831820.948,2006,8,16,31.4478554651095,3.09765062208045,3.41365313867476
4,-72,43.6,742137.944,4831820.948,2006,8,17,33.2165334281299,3.52503367342417,3.11281496339559
4,-72,43.6,742137.944,4831820.948,2006,8,18,31.2678320089856,4.45737683904541,3.57015297659216
4,-72,43.6,742137.944,4831820.948,2006,8,19,29.5881115931862,3.3229995498658,3.11572666841351
4,-72,43.6,742137.944,4831820.948,2006,8,20,29.1937631200266,5.49673459094793,3.23238280121944
4,-72,43.6,742137.944,4831820.948,2006,8,21,28.2117487252182,3.97058444772103,4.20983889736275
4,-72,43.6,742137.944,4831820.948,2006,8,22,25.0123713850654,4.04582708692845,5.14084268542432
4,-72,43.6,742137.944,4831820.948,2006,8,23,23.9431047921745,5.14376745181112,4.69229615193209
4,-72,43.6,742137.944,4831820.948,2006,8,24,26.9043833216027,2.68175963674924,3.36789108937385
4,-72,43.6,742137.944,4831820.948,2006,8,25,28.742147985626,5.96205021941597,3.69297121970948
4,-72,43.6,742137.944,4831820.948,2006,8,26,29.381577186025,3.68933787661851,3.93078030570143
4,-72,43.6,742137.944,4831820.948,2006,8,27,30.6734336997214,5.41984085786152,3.80527669627318
4,-72,43.6,742137.944,4831820.948,2006,8,28,27.0891460195692,4.34372830065928,5.13871239935177
4,-72,43.6,742137.944,4831820.948,2006,8,29,30.3293424851797,5.33378941730574,3.75238999261588
4,-72,43.6,742137.944,4831820.948,2006,8,30,27.5309053246678,4.98492122881753,3.4035827848519
4,-72,43.6,742137.944,4831820.948,2006,8,31,29.0357825492115,2.60486505446527,2.9114234268464
4,-72,43.6,742137.944,4831820.948,2006,8,1,35.0573720840436,4.78168540327917,3.12081289876072
4,-72,43.6,742137.944,4831820.948,2006,8,2,33.3673178539985,5.19005211110349,3.66253049645743
4,-72,43.6,742137.944,4831820.948,2006,8,3,31.3011236601497,5.23334928047789,3.68954312817211
4,-72,43.6,742137.944,4831820.948,2006,8,4,29.7486034293777,3.41188114706605,3.81073217588422
4,-72,43.6,742137.944,4831820.948,2006,8,5,26.339074336118,4.86949388501326,3.37864958638314
4,-72,43.6,742137.944,4831820.948,2006,8,6,27.0958778827123,3.67062294682086,3.09513600490314
4,-72,43.6,742137.944,4831820.948,2006,8,7,29.530615674813,7.07862432901216,3.68379429921599
4,-72,43.6,742137.944,4831820.948,2006,8,8,26.7432686894157,6.33341724729787,3.6772133754166
